,MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
4375,2018-03-31,OutpatientServices,OPHTHALMOLOGY,Payer F,58
4376,2018-03-31,OutpatientServices,Ophthamology,Payer B,964
4377,2018-03-31,OutpatientServices,ORTHOPEDIC,Payer CA,390
4378,2018-03-31,OutpatientServices,ORTHOPEDIC SURGERY,Payer CA,590
4379,2018-03-31,OutpatientServices,ORTHOPEDIC SURGERY,Payer F,1359
4380,2018-03-31,OutpatientServices,ORTHOPEDIC SURGERY,Payer O,821
4381,2018-03-31,OutpatientServices,Orthopedic Surgery,Payer UN,401
4382,2018-03-31,OutpatientServices,OSTEOPATH,Payer H,1819
4383,2018-03-31,OutpatientServices,OTHER,Payer CA,613
4384,2018-03-31,OutpatientServices,Other,Payer UN,27
4385,2018-03-31,OutpatientServices,OTOLARYNGOLOGY PLASTIC SURGERY WITHIN THE HEAD & N,Payer O,89
4386,2018-03-31,OutpatientServices,OUT,Payer F,474959
4387,2018-03-31,OutpatientServices,OUT,Payer O,49874
4388,2018-03-31,OutpatientServices,PAIN MANAGEMENT,Payer CA,1788
4389,2018-03-31,OutpatientServices,PAIN MANAGEMENT,Payer CO,45
4390,2018-03-31,OutpatientServices,PAIN MANAGEMENT,Payer F,354
4391,2018-03-31,OutpatientServices,PAIN MANAGEMENT,Payer O,230
4392,2018-03-31,OutpatientServices,Pain Management,Payer UN,151
4393,2018-03-31,OutpatientServices,Pathology,Payer B,145
4394,2018-03-31,OutpatientServices,PATHOLOGY,Payer CA,552
4395,2018-03-31,OutpatientServices,PATHOLOGY,Payer CO,804
4396,2018-03-31,OutpatientServices,PATHOLOGY,Payer F,1967
4397,2018-03-31,OutpatientServices,PATHOLOGY,Payer O,380
4398,2018-03-31,OutpatientServices,Pathology,Payer S,125
4399,2018-03-31,OutpatientServices,Pathology,Payer UN,78
4400,2018-03-31,OutpatientServices,PATHOLOGY,Payer W,1002
4401,2018-03-31,OutpatientServices,Pathology - Anatomic Pathology & Clinical Patholog,Payer S,264
4402,2018-03-31,OutpatientServices,Pediatrics,Payer UN,0
4403,2018-03-31,OutpatientServices,PEDNEU,Payer W,238
4404,2018-03-31,OutpatientServices,PHYSICAL MEDICINE & REHAB,Payer CA,29
4405,2018-03-31,OutpatientServices,PHYSICIAN ASSISTANT,Payer H,784
4406,2018-03-31,OutpatientServices,Physician Assistant,Payer S,267
4407,2018-03-31,OutpatientServices,PHYSICIAN'S ASSISTANT,Payer CA,678
4408,2018-03-31,OutpatientServices,PLASTIC SURGERY,Payer CA,1182
4409,2018-03-31,OutpatientServices,PLASTIC SURGERY,Payer F,1752
4410,2018-03-31,OutpatientServices,PLASTIC SURGERY,Payer O,116
4411,2018-03-31,OutpatientServices,PLASTIC SURGERY,Payer W,0
4412,2018-03-31,OutpatientServices,PODIATRIST,Payer H,237
4413,2018-03-31,OutpatientServices,PODIATRY,Payer CO,1042
4414,2018-03-31,OutpatientServices,PODIATRY,Payer F,782
4415,2018-03-31,OutpatientServices,Psychiatry,Payer B,56
4416,2018-03-31,OutpatientServices,PULMONARY DISEASE,Payer F,1356
4417,2018-03-31,OutpatientServices,PULMONARY DISEASE,Payer O,613
4418,2018-03-31,OutpatientServices,Pulmonary Diseases,Payer B,19
4419,2018-03-31,OutpatientServices,PULMONARY DISEASES,Payer CA,549
4420,2018-03-31,OutpatientServices,PULMONARY DISEASES,Payer CO,84
4421,2018-03-31,OutpatientServices,PULMONARY DISEASES,Payer W,771
4422,2018-03-31,OutpatientServices,RADIATION ONCOLOGY,Payer CA,815
4423,2018-03-31,OutpatientServices,RADIATION ONCOLOGY,Payer F,734
4424,2018-03-31,OutpatientServices,RADIATION ONCOLOGY,Payer O,2252
4425,2018-03-31,OutpatientServices,Radiation Oncology,Payer S,451
4426,2018-03-31,OutpatientServices,RADIOL,Payer W,1712
4427,2018-03-31,OutpatientServices,Radiology,Payer B,261
4428,2018-03-31,OutpatientServices,RADIOLOGY,Payer CA,1164
4429,2018-03-31,OutpatientServices,RADIOLOGY,Payer CO,449
4430,2018-03-31,OutpatientServices,RADIOLOGY,Payer F,3140
4431,2018-03-31,OutpatientServices,RADIOLOGY,Payer O,1372
4432,2018-03-31,OutpatientServices,Radiology,Payer UN,686
4433,2018-03-31,OutpatientServices,RADIOLOGY,Payer W,949
4434,2018-03-31,OutpatientServices,Radiology (Diagnostic),Payer UN,155
4435,2018-03-31,OutpatientServices,Radiology - Diagnostic,Payer S,288
4436,2018-03-31,OutpatientServices,REHAB HOSP,Payer CA,1891
4437,2018-03-31,OutpatientServices,Rehabilitation Center,Payer UN,297
4438,2018-03-31,OutpatientServices,RESIDENT,Payer CA,0
4439,2018-03-31,OutpatientServices,RN FIRST ASSISTANT,Payer CA,0
4440,2018-03-31,OutpatientServices,SKILLED NURSING FACILITY,Payer CA,807
4441,2018-03-31,OutpatientServices,Skilled Nursing Facility,Payer UN,261
4442,2018-03-31,OutpatientServices,SPECIAL SERVICES,Payer H,597
4443,2018-03-31,OutpatientServices,SPORTS MEDICINE,Payer CA,694
4444,2018-03-31,OutpatientServices,Surgery - General,Payer S,16
4445,2018-03-31,OutpatientServices,Surgery - Plastic,Payer S,191
4446,2018-03-31,OutpatientServices,SURGERY ONCOLOGY,Payer F,51
4447,2018-03-31,OutpatientServices,SURGICAL ONCOLOGY,Payer CA,119
4448,2018-03-31,OutpatientServices,SURGICAL ONCOLOGY,Payer F,40
4449,2018-03-31,OutpatientServices,SURGICAL ONCOLOGY,Payer O,354
4450,2018-03-31,OutpatientServices,THORACIC & CARDIOVASCULAR SURGERY,Payer W,62
4451,2018-03-31,OutpatientServices,THORACIC SURGERY,Payer CA,630
4452,2018-03-31,OutpatientServices,THORACIC SURGERY,Payer O,305
4453,2018-03-31,OutpatientServices,UNDERSEA AND HYPERBARIC MEDICINE,Payer F,763
4454,2018-03-31,OutpatientServices,Urgent Care Center,Payer B,123
4455,2018-03-31,OutpatientServices,URGENT CARE CENTER,Payer CO,803
4456,2018-03-31,OutpatientServices,Urology,Payer B,200
4457,2018-03-31,OutpatientServices,UROLOGY,Payer CA,2300
4458,2018-03-31,OutpatientServices,UROLOGY,Payer CO,17
4459,2018-03-31,OutpatientServices,UROLOGY,Payer F,1832
4460,2018-03-31,OutpatientServices,UROLOGY,Payer O,2230
4461,2018-03-31,OutpatientServices,Urology,Payer S,183
4462,2018-03-31,OutpatientServices,Urology,Payer UN,1027
4463,2018-03-31,OutpatientServices,UROLOGY,Payer W,685
4464,2018-03-31,OutpatientServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,189
4465,2018-03-31,OutpatientServices,Vascular Surgery,Payer B,419
4466,2018-03-31,OutpatientServices,VASCULAR SURGERY,Payer CA,147
4467,2018-03-31,OutpatientServices,VASCULAR SURGERY,Payer F,636
4468,2018-03-31,OutpatientServices,VASCULAR SURGERY,Payer O,352
4469,2018-03-31,OutpatientServices,VASCULAR SURGERY,Payer W,670
4470,2018-03-31,OutpatientServices,WOUND,Payer W,608
4471,2018-03-31,PCPEncounter,ADVANCED RN PRACT,Payer CA,0
4472,2018-03-31,PCPEncounter,Cardiology,Payer UN,0
4473,2018-03-31,PCPEncounter,Chiropractic Medicine,Payer UN,0
4474,2018-03-31,PCPEncounter,COVERING PHYSICIAN,Payer CA,0
4475,2018-03-31,PCPEncounter,Dermatology,Payer UN,0
4476,2018-03-31,PCPEncounter,Doctor of Psychology,Payer UN,0
4477,2018-03-31,PCPEncounter,Family Practice,Payer B,0
4478,2018-03-31,PCPEncounter,FAMILY PRACTICE,Payer CA,0
4479,2018-03-31,PCPEncounter,FAMILY PRACTICE,Payer CO,684
4480,2018-03-31,PCPEncounter,FAMILY PRACTICE,Payer F,0
4481,2018-03-31,PCPEncounter,FAMILY PRACTICE,Payer O,0
4482,2018-03-31,PCPEncounter,Family Practice,Payer UN,0
4483,2018-03-31,PCPEncounter,FAMILY PRACTICE,Payer W,0
4484,2018-03-31,PCPEncounter,GENERAL PRACTICE,Payer B,0
4485,2018-03-31,PCPEncounter,GENERAL PRACTICE,Payer CA,-649
4486,2018-03-31,PCPEncounter,GENERAL PRACTICE,Payer F,0
4487,2018-03-31,PCPEncounter,GENERAL PRACTICE,Payer O,0
4488,2018-03-31,PCPEncounter,GENERAL PRACTICE,Payer W,0
4489,2018-03-31,PCPEncounter,General Surgery,Payer UN,0
4490,2018-03-31,PCPEncounter,GERIATRICS,Payer B,0
4491,2018-03-31,PCPEncounter,GERIATRICS,Payer CA,0
4492,2018-03-31,PCPEncounter,GERIATRICS,Payer F,0
4493,2018-03-31,PCPEncounter,GERIATRICS,Payer W,0
4494,2018-03-31,PCPEncounter,HOSPITAL,Payer CA,0
4495,2018-03-31,PCPEncounter,Internal Medicine,Payer B,0
4496,2018-03-31,PCPEncounter,INTERNAL MEDICINE,Payer CA,-507
4497,2018-03-31,PCPEncounter,INTERNAL MEDICINE,Payer CO,463
4498,2018-03-31,PCPEncounter,INTERNAL MEDICINE,Payer F,0
4499,2018-03-31,PCPEncounter,INTERNAL MEDICINE,Payer O,0
4500,2018-03-31,PCPEncounter,Internal Medicine,Payer UN,0
4501,2018-03-31,PCPEncounter,INTERNAL MEDICINE,Payer W,0
4502,2018-03-31,PCPEncounter,MEDICAL DOCTOR,Payer H,0
4503,2018-03-31,PCPEncounter,Opthalmology,Payer UN,0
4504,2018-03-31,PCPEncounter,Orthopedic Surgery,Payer UN,0
4505,2018-03-31,PCPEncounter,Physical Therapy,Payer UN,0
4506,2018-03-31,PCPEncounter,Podiatry,Payer UN,0
4507,2018-03-31,PCPEncounter,Radiology,Payer UN,0
4508,2018-03-31,PCPEncounter,Radiology (Diagnostic),Payer UN,0
4509,2018-03-31,PCPFFS,,Payer F,7856
4510,2018-03-31,PCPFFS,,Payer O,1090
4511,2018-03-31,PCPFFS,Anesthesiology,Payer UN,211
4512,2018-03-31,PCPFFS,Cardiology,Payer UN,909
4513,2018-03-31,PCPFFS,Chiropractic Medicine,Payer UN,165
4514,2018-03-31,PCPFFS,Dermatology,Payer UN,1393
4515,2018-03-31,PCPFFS,Diagnostics,Payer UN,11
4516,2018-03-31,PCPFFS,Diagnostics(Sleep Studies Lab),Payer UN,477
4517,2018-03-31,PCPFFS,Endocrinology,Payer UN,156
4518,2018-03-31,PCPFFS,Family Practice,Payer B,1097
4519,2018-03-31,PCPFFS,FAMILY PRACTICE,Payer CA,6489
4520,2018-03-31,PCPFFS,FAMILY PRACTICE,Payer CO,123
4521,2018-03-31,PCPFFS,FAMILY PRACTICE,Payer F,2733
4522,2018-03-31,PCPFFS,FAMILY PRACTICE,Payer O,6102
4523,2018-03-31,PCPFFS,Family Practice,Payer UN,653
4524,2018-03-31,PCPFFS,FAMILY PRACTICE,Payer W,1417
4525,2018-03-31,PCPFFS,Gastroenterology,Payer UN,35
4526,2018-03-31,PCPFFS,GENERAL PRACTICE,Payer B,527
4527,2018-03-31,PCPFFS,GENERAL PRACTICE,Payer CA,7073
4528,2018-03-31,PCPFFS,GENERAL PRACTICE,Payer F,3455
4529,2018-03-31,PCPFFS,GENERAL PRACTICE,Payer O,1302
4530,2018-03-31,PCPFFS,General Practice,Payer UN,347
4531,2018-03-31,PCPFFS,GENERAL PRACTICE,Payer W,950
4532,2018-03-31,PCPFFS,General Surgery,Payer UN,122
4533,2018-03-31,PCPFFS,GERIATRICS,Payer B,381
4534,2018-03-31,PCPFFS,GERIATRICS,Payer F,221
4535,2018-03-31,PCPFFS,HOSPITAL,Payer CA,598
4536,2018-03-31,PCPFFS,Internal Medicine,Payer B,682
4537,2018-03-31,PCPFFS,INTERNAL MEDICINE,Payer CA,34894
4538,2018-03-31,PCPFFS,INTERNAL MEDICINE,Payer CO,663
4539,2018-03-31,PCPFFS,INTERNAL MEDICINE,Payer F,20017
4540,2018-03-31,PCPFFS,INTERNAL MEDICINE,Payer O,1634
4541,2018-03-31,PCPFFS,Internal Medicine,Payer UN,912
4542,2018-03-31,PCPFFS,INTERNAL MEDICINE,Payer W,4180
4543,2018-03-31,PCPFFS,MEDICAL DOCTOR,Payer H,17114
4544,2018-03-31,PCPFFS,Neurology,Payer UN,162
4545,2018-03-31,PCPFFS,Nurse Practitioner (Arnp),Payer UN,12
4546,2018-03-31,PCPFFS,Opthalmology,Payer UN,544
4547,2018-03-31,PCPFFS,Optometry,Payer UN,39
4548,2018-03-31,PCPFFS,Orthopedic Surgery,Payer UN,111
4549,2018-03-31,PCPFFS,OSTEOPATH,Payer H,576
4550,2018-03-31,PCPFFS,Pain Management,Payer UN,421
4551,2018-03-31,PCPFFS,Pathology,Payer UN,537
4552,2018-03-31,PCPFFS,Physical Therapy,Payer UN,325
4553,2018-03-31,PCPFFS,PHYSICIAN'S ASSISTANT,Payer CA,376
4554,2018-03-31,PCPFFS,Podiatry,Payer UN,401
4555,2018-03-31,PCPFFS,Pulmonology,Payer UN,89
4556,2018-03-31,PCPFFS,Radiology,Payer UN,561
4557,2018-03-31,PCPFFS,Radiology (Diagnostic),Payer UN,1743
4558,2018-03-31,SNFServices,,Payer F,1471
4559,2018-03-31,SNFServices,,Payer O,2333
4560,2018-03-31,SNFServices,ADVANCED RN PRACT,Payer CA,1667
4561,2018-03-31,SNFServices,ANESTHESIOLOGY,Payer CA,310
4562,2018-03-31,SNFServices,ARNP,Payer CA,885
4563,2018-03-31,SNFServices,CARDIOLOGY,Payer F,101
4564,2018-03-31,SNFServices,CRITICAL CARE,Payer F,493
4565,2018-03-31,SNFServices,CRITICAL CARE,Payer W,127
4566,2018-03-31,SNFServices,DIAG X-RAY CLINIC,Payer H,0
4567,2018-03-31,SNFServices,DURABLE MEDICAL EQUIPMENT,Payer CA,1279
4568,2018-03-31,SNFServices,ENDOCRINOLOGY,Payer O,111
4569,2018-03-31,SNFServices,FAMILY PRACTICE,Payer CA,425
4570,2018-03-31,SNFServices,FAMILY PRACTICE,Payer CO,420
4571,2018-03-31,SNFServices,FAMILY PRACTICE,Payer F,4764
4572,2018-03-31,SNFServices,FAMILY PRACTICE,Payer O,1182
4573,2018-03-31,SNFServices,Family Practice,Payer S,267
4574,2018-03-31,SNFServices,Family Practice,Payer UN,121
4575,2018-03-31,SNFServices,FAMILY PRACTICE,Payer W,535
4576,2018-03-31,SNFServices,GENERAL PRACTICE,Payer CA,1380
4577,2018-03-31,SNFServices,GENERAL PRACTICE,Payer F,435
4578,2018-03-31,SNFServices,General Practice,Payer S,227
4579,2018-03-31,SNFServices,GENERAL PRACTICE,Payer W,531
4580,2018-03-31,SNFServices,GENERAL SURGERY,Payer F,1088
4581,2018-03-31,SNFServices,GERIATRICS,Payer F,143
4582,2018-03-31,SNFServices,GERIATRICS,Payer O,92
4583,2018-03-31,SNFServices,GERIATRICS,Payer W,130
4584,2018-03-31,SNFServices,HOME INFUSION,Payer CA,2160
4585,2018-03-31,SNFServices,HOSPITAL,Payer CA,453
4586,2018-03-31,SNFServices,HOSPITALIST,Payer B,121
4587,2018-03-31,SNFServices,HOSPITALIST,Payer CO,258
4588,2018-03-31,SNFServices,HOSPITALIST,Payer F,419
4589,2018-03-31,SNFServices,HOSPITALIST,Payer O,698
4590,2018-03-31,SNFServices,INFECTIOUS DISEASE,Payer F,668
4591,2018-03-31,SNFServices,INFECTIOUS DISEASES,Payer CA,212
4592,2018-03-31,SNFServices,INTERNAL MEDICINE,Payer CA,641
4593,2018-03-31,SNFServices,INTERNAL MEDICINE,Payer CO,516
4594,2018-03-31,SNFServices,INTERNAL MEDICINE,Payer F,1565
4595,2018-03-31,SNFServices,INTERNAL MEDICINE,Payer O,1029
4596,2018-03-31,SNFServices,Internal Medicine,Payer UN,337
4597,2018-03-31,SNFServices,INTERNAL MEDICINE,Payer W,457
4598,2018-03-31,SNFServices,MEDICAL DOCTOR,Payer H,585
4599,2018-03-31,SNFServices,MEDICAL SUPPLIER (DME),Payer F,1051
4600,2018-03-31,SNFServices,MOBILE DIAGNOSTIC,Payer CA,17
4601,2018-03-31,SNFServices,NEPHROLOGY,Payer CA,114
4602,2018-03-31,SNFServices,NEPHROLOGY,Payer F,1023
4603,2018-03-31,SNFServices,Neurology,Payer UN,0
4604,2018-03-31,SNFServices,NURSE PRACTITIONER,Payer CA,1107
4605,2018-03-31,SNFServices,NURSE PRACTITIONER,Payer CO,202
4606,2018-03-31,SNFServices,Nurse Practitioner - Family	,Payer S,453
4607,2018-03-31,SNFServices,NURSE PRACTITIONERS,Payer H,563
4608,2018-03-31,SNFServices,OPTOMETRY,Payer CO,138
4609,2018-03-31,SNFServices,PAIN MANAGEMENT,Payer W,250
4610,2018-03-31,SNFServices,PHYS MEDICINE REHAB,Payer F,884
4611,2018-03-31,SNFServices,PHYS MEDICINE REHAB,Payer O,429
4612,2018-03-31,SNFServices,PHYSICAL MEDICINE & REHAB,Payer CA,1148
4613,2018-03-31,SNFServices,PHYSICAL MEDICINE & REHAB,Payer CO,963
4614,2018-03-31,SNFServices,PHYSICAL THERAPY,Payer CA,367
4615,2018-03-31,SNFServices,Physical Therapy,Payer UN,0
4616,2018-03-31,SNFServices,PHYSICIAN'S ASSISTANT,Payer CA,0
4617,2018-03-31,SNFServices,PODIATRY,Payer CA,903
4618,2018-03-31,SNFServices,PODIATRY,Payer CO,238
4619,2018-03-31,SNFServices,PODIATRY,Payer F,1557
4620,2018-03-31,SNFServices,PODIATRY,Payer W,98
4621,2018-03-31,SNFServices,PSYCHIATRY,Payer CA,0
4622,2018-03-31,SNFServices,PSYCHIATRY,Payer W,254
4623,2018-03-31,SNFServices,PULMONARY DISEASES,Payer CA,68
4624,2018-03-31,SNFServices,RADIOLOGY,Payer W,12
4625,2018-03-31,SNFServices,SKILLED NURSING FAC,Payer H,32489
4626,2018-03-31,SNFServices,Skilled Nursing Facility	,Payer S,2594
4627,2018-03-31,SNFServices,SKILLED NURSING FACILITY,Payer B,1596
4628,2018-03-31,SNFServices,SKILLED NURSING FACILITY,Payer CA,38565
4629,2018-03-31,SNFServices,SKILLED NURSING FACILITY,Payer CO,13528
4630,2018-03-31,SNFServices,Skilled Nursing Facility,Payer UN,1352
4631,2018-03-31,SNFServices,SKILLED NURSING FACILITY,Payer W,7571
4632,2018-03-31,SNFServices,SNF,Payer F,90907
4633,2018-03-31,SNFServices,SNF,Payer O,58366
4634,2018-03-31,SpecialistFFS,,Payer F,3994
4635,2018-03-31,SpecialistFFS,Advanced Registered Nurse Prac,Payer UN,41
4636,2018-03-31,SpecialistFFS,Allergy/Immunology,Payer UN,971
4637,2018-03-31,SpecialistFFS,Anesthesiology,Payer UN,682
4638,2018-03-31,SpecialistFFS,Audiology,Payer UN,106
4639,2018-03-31,SpecialistFFS,Cardiology,Payer UN,2030
4640,2018-03-31,SpecialistFFS,Chiropractic Medicine,Payer UN,771
4641,2018-03-31,SpecialistFFS,Critical/Intensive Care Med,Payer UN,504
4642,2018-03-31,SpecialistFFS,Dermatology,Payer UN,1302
4643,2018-03-31,SpecialistFFS,Dermatopathology,Payer UN,109
4644,2018-03-31,SpecialistFFS,Emergency Medicine,Payer UN,1648
4645,2018-03-31,SpecialistFFS,Endocrinology,Payer UN,838
4646,2018-03-31,SpecialistFFS,Ent/Otolaryngology,Payer UN,343
4647,2018-03-31,SpecialistFFS,Family Practice,Payer UN,3905
4648,2018-03-31,SpecialistFFS,Gastroenterology,Payer UN,1541
4649,2018-03-31,SpecialistFFS,General Surgery,Payer UN,777
4650,2018-03-31,SpecialistFFS,Geriatric Medicine,Payer UN,291
4651,2018-03-31,SpecialistFFS,Gynecology,Payer UN,176
4652,2018-03-31,SpecialistFFS,Infectious Disease,Payer UN,59
4653,2018-03-31,SpecialistFFS,Internal Medicine,Payer UN,2197
4654,2018-03-31,SpecialistFFS,Nephrology,Payer UN,289
4655,2018-03-31,SpecialistFFS,Neurology,Payer UN,1464
4656,2018-03-31,SpecialistFFS,Neurosurgery,Payer UN,496
4657,2018-03-31,SpecialistFFS,Nurse Practitioner (Arnp),Payer UN,81
4658,2018-03-31,SpecialistFFS,Obstetrics And Gynecology,Payer UN,1321
4659,2018-03-31,SpecialistFFS,Oncology & Hematology,Payer UN,3997
4660,2018-03-31,SpecialistFFS,Opthalmology,Payer UN,5984
4661,2018-03-31,SpecialistFFS,Optometry,Payer UN,1839
4662,2018-03-31,SpecialistFFS,Orthopedic Surgery,Payer UN,506
4663,2018-03-31,SpecialistFFS,Other,Payer UN,368
4664,2018-03-31,SpecialistFFS,Pain Management,Payer UN,802
4665,2018-03-31,SpecialistFFS,Pathology,Payer UN,795
4666,2018-03-31,SpecialistFFS,Physical Therapy,Payer UN,2001
4667,2018-03-31,SpecialistFFS,Physician Assistant,Payer UN,284
4668,2018-03-31,SpecialistFFS,Podiatry,Payer UN,902
4669,2018-03-31,SpecialistFFS,Pulmonology,Payer UN,196
4670,2018-03-31,SpecialistFFS,Radiology,Payer UN,111
4671,2018-03-31,SpecialistFFS,Radiology (Diagnostic),Payer UN,495
4672,2018-03-31,SpecialistFFS,Radiology Oncology,Payer UN,688
4673,2018-03-31,SpecialistFFS,Rehabilitation Center,Payer UN,60
4674,2018-03-31,SpecialistFFS,Rheumatology,Payer UN,440
4675,2018-03-31,SpecialistFFS,Surgery (Plastic),Payer UN,1154
4676,2018-03-31,SpecialistFFS,Surgery (Vascular),Payer UN,260
4677,2018-03-31,SpecialistFFS,Urgent Care Facility,Payer UN,116
4678,2018-03-31,SpecialistFFS,Urology,Payer UN,2378
4679,2018-03-31,SpecialistsFFS,ADVANCED RN PRACT,Payer CA,343
4680,2018-03-31,SpecialistsFFS,ALLERGY & IMMUNOLOGY,Payer F,595
4681,2018-03-31,SpecialistsFFS,ALLERGY & IMMUNOLOGY,Payer O,1736
4682,2018-03-31,SpecialistsFFS,ALLERGY / IMMUNOLOGY,Payer CA,502
4683,2018-03-31,SpecialistsFFS,ALLERGY / IMMUNOLOGY,Payer CO,307
4684,2018-03-31,SpecialistsFFS,ALLERGY / IMMUNOLOGY,Payer W,369
4685,2018-03-31,SpecialistsFFS,AMBULATORY SURGICAL CENTER,Payer CA,0
4686,2018-03-31,SpecialistsFFS,ANATOM,Payer W,155
4687,2018-03-31,SpecialistsFFS,ANESTHESIOLOGIST,Payer H,2664
4688,2018-03-31,SpecialistsFFS,ANESTHESIOLOGY,Payer CA,1100
4689,2018-03-31,SpecialistsFFS,ANESTHESIOLOGY,Payer CO,330
4690,2018-03-31,SpecialistsFFS,ANESTHESIOLOGY,Payer F,652
4691,2018-03-31,SpecialistsFFS,ANESTHESIOLOGY,Payer O,1211
4692,2018-03-31,SpecialistsFFS,Anesthesiology,Payer S,139
4693,2018-03-31,SpecialistsFFS,ANESTHESIOLOGY,Payer W,1153
4694,2018-03-31,SpecialistsFFS,Anesthesiology - Pain Medicine	,Payer S,0
4695,2018-03-31,SpecialistsFFS,ARNP,Payer CA,2490
4696,2018-03-31,SpecialistsFFS,AUDIOLOGY,Payer CO,64
4697,2018-03-31,SpecialistsFFS,AUDIOLOGY,Payer F,344
4698,2018-03-31,SpecialistsFFS,BEHAVIORAL HEALTH COUNSELING,Payer W,532
4699,2018-03-31,SpecialistsFFS,CARD ELECTROPHYSIOLO,Payer CA,455
4700,2018-03-31,SpecialistsFFS,CARDE,Payer CO,245
4701,2018-03-31,SpecialistsFFS,CARDIAC ELECTROPHYSIOLOGY,Payer F,882
4702,2018-03-31,SpecialistsFFS,CARDIAC ELECTROPHYSIOLOGY,Payer O,686
4703,2018-03-31,SpecialistsFFS,Cardiac Electrophysiology,Payer S,0
4704,2018-03-31,SpecialistsFFS,CARDIAC ELECTROPHYSIOLOGY,Payer W,744
4705,2018-03-31,SpecialistsFFS,CARDIAC MONITORING,Payer CA,0
4706,2018-03-31,SpecialistsFFS,CARDIOLOGY,Payer CA,7370
4707,2018-03-31,SpecialistsFFS,CARDIOLOGY,Payer CO,2517
4708,2018-03-31,SpecialistsFFS,CARDIOLOGY,Payer F,46483
4709,2018-03-31,SpecialistsFFS,CARDIOLOGY,Payer O,11068
4710,2018-03-31,SpecialistsFFS,CARDIOLOGY,Payer W,4164
4711,2018-03-31,SpecialistsFFS,Cardiology/Cardiovascular Disease,Payer B,930
4712,2018-03-31,SpecialistsFFS,CARDIOTHORACIC SURGE,Payer CA,0
4713,2018-03-31,SpecialistsFFS,CARDIOTHORACIC SURGERY,Payer F,444
4714,2018-03-31,SpecialistsFFS,CARDIOTHORACIC SURGERY,Payer O,1271
4715,2018-03-31,SpecialistsFFS,Cardiovascular Medicine,Payer S,5703
4716,2018-03-31,SpecialistsFFS,CARDIOVASCULAR SURGERY,Payer CA,5872
4717,2018-03-31,SpecialistsFFS,CARDIOVASCULAR SURGERY,Payer CO,1392
4718,2018-03-31,SpecialistsFFS,CARV,Payer CO,1482
4719,2018-03-31,SpecialistsFFS,CCS,Payer CO,159
4720,2018-03-31,SpecialistsFFS,Chiropractic,Payer B,0
4721,2018-03-31,SpecialistsFFS,CHIROPRACTIC,Payer CA,846
4722,2018-03-31,SpecialistsFFS,CHIROPRACTIC,Payer CO,322
4723,2018-03-31,SpecialistsFFS,CHIROPRACTIC,Payer W,0
4724,2018-03-31,SpecialistsFFS,CHIROPRACTOR,Payer H,371
4725,2018-03-31,SpecialistsFFS,CLIN,Payer W,40
4726,2018-03-31,SpecialistsFFS,CLINIC,Payer CO,141
4727,2018-03-31,SpecialistsFFS,CLINICAL NEUROPSYCHOLOGIST,Payer F,464
4728,2018-03-31,SpecialistsFFS,Clinical Nurse Specialist - Adult Health	,Payer S,0
4729,2018-03-31,SpecialistsFFS,COLON / RECTAL SURGERY,Payer CA,45
4730,2018-03-31,SpecialistsFFS,COLON / RECTAL SURGERY,Payer W,955
4731,2018-03-31,SpecialistsFFS,COLORECTAL SURGERY,Payer F,365
